406,10,6
407,11,6
408,12,6
409,13,6
410,14,6
411,15,6
412,16,6
413,17,6
414,18,6
415,19,6
416,20,6
417,21,6
418,22,6
419,23,6
420,24,6
421,25,6
422,26,6
423,27,6
424,28,6
425,29,6
426,30,6
427,31,6
428,32,6
429,33,6
430,34,6
431,35,6
432,36,6
433,37,6
434,38,6
435,39,6
436,40,6
437,41,6
438,42,6
439,43,6
440,44,6
441,45,6
442,46,6
443,47,6
444,48,6
445,49,6
446,1,7
447,2,7
448,3,7
449,4,7
450,5,7
451,6,7
452,7,7
453,8,7
454,9,7
455,10,7
456,11,7
457,12,7
458,13,7
459,14,7
460,15,7
461,16,7
462,17,7
463,18,7
464,19,7
465,20,7
466,21,7
467,22,7
468,23,7
469,24,7
470,25,7
471,26,7
472,27,7
473,28,7
474,29,7
475,30,7
476,31,7
477,32,7
478,33,7
479,34,7
480,35,7
481,36,7
482,37,7
483,38,7
484,39,7
485,1,8
486,2,8
487,3,8
488,4,8
489,5,8
490,6,8
491,7,8
492,8,8
493,9,8
494,10,8
495,11,8
496,12,8
497,13,8
498,14,8
499,15,8
500,16,8
501,17,8
502,18,8
503,19,8
504,20,8
505,21,8
506,22,8
507,23,8
508,24,8
509,25,8
510,26,8
511,27,8
512,28,8
513,29,8
514,1,9
515,2,9
516,3,9
517,4,9
518,5,9
519,6,9
520,7,9
521,8,9
522,9,9
523,10,9
524,11,9
525,12,9
526,13,9
527,14,9
528,15,9
529,16,9
530,17,9
531,18,9
532,19,9
533,1,10
534,2,10
535,3,10
536,4,10
537,5,10
538,6,10
539,7,10
540,8,10
541,9,10
