28,"Корпус Lian Li PC-O11 Dynamic принадлежит самому распространенному форм-фактору Mid-Tower. Не занимая много места на столе или под ним, он позволит уместить все необходимые для игр или работы в насыщенных графикой программах аппаратные компоненты. Алюминий, пластик, сталь, стекло стали основой корпуса Lian Li PC-O11 Dynamic. Внутри получится разместить водяное или воздушное охлаждение на усмотрение владельца. В левой боковой стенке предусмотрено прозрачное окно из закаленного стекла.",28
29,,29
30,,30
31,,31
32,"Бюджетный корпус, для самых различного использования. Корпус выполнен из стали, в компактном размере. Дизайн конструкции очень стильный и лаконичный, будет хорошо смотреться в любом помещении. В корпус можно установить плату типоразмера M-ATX. На корпусе есть USB 3.0 и USB 2.0, а также порт для наушников и для микрофона. В комплекте с корпусом идёт блок питания мощностью 450 Вт.",32
33,"Бюджетный корпус, для самых различного использования. Корпус выполнен из стали, в компактном размере. Дизайн конструкции очень стильный и лаконичный, будет хорошо смотреться в любом помещении. В корпус можно установить плату типоразмера M-ATX. На корпусе есть USB 3.0 и USB 2.0, а также порт для наушников и для микрофона. В комплекте с корпусом идёт блок питания мощностью 450 Вт.",33
34,"THERMALTAKE J25TG VERSA– недорогой и интересный корпус со стенкой из закалённого стекла. Это решение подойдет как под эффектную и высокопроизводительную игровую сборку, так и под домашнюю рабочую станцию. Предлагаются хорошие возможности организации воздушного охлаждения, достаточно места под аккуратный кабель-менеджмент, тонированная фронтальная стенка, съёмный пылевой фильтр, широкая совместимость с компонентами. Не устроить могут ограничения по количеству устанавливаемых накопителей и отсутствие пылевого фильтра на фронтальной стенке.",34
35,,35
36,,36
37,,37
38,,38
39,"Материнская плата ASUS Prime B660M-K D4 позволяет раскрыть вычислительный потенциал процессоров Intel 12-го поколения и предлагает все необходимые характеристики для сборки мощной аппаратной платформы ПК. Она выполнена в формате Micro-ATX и обладает компактными размерами. Данная модель оснащена 2 слотами под установку памяти ОЗУ стандарта DDR4, слотами PCI-E x16 4-го поколения и PCI-E x1 под графические адаптеры, 4 разъёмами SATA III, 2 разъёмами M.2, звуковым и сетевым адаптерами.",39
40,"ASUS ROG STRIX B660-F GAMING WIFI оснащена широким рядом проводных интерфейсов и модулем Wi-Fi. Также реализована синхронизация по Bluetooth. Массивные охлаждающие элементы эффективно отводят тепло от мощных комплектующих и дополнены оригинальной многоцветной подсветкой, позволяющей создать собственный игровой стиль с помощью ряда эффектов и настройки цветовой гаммы. Фирменные средства мониторинга и интеллектуальные функции помогают добиться максимальной производительности в сочетании со стабильностью.",40
41,"Материнская плата ASUS ROG STRIX B660-I GAMING WIFI станет отличной основой для мощной игровой или рабочей системы в миниатюрном корпусе. Модель соответствует формату Mini-ITX, благодаря чему обладает очень компактными размерами и широкими возможностями конфигурации. Кроме того, платформа выполнена в стильном дизайне, в основе которого – премиальные материалы и выразительные грани корпуса.",41
42,,42
43,,43
44,"BTC B250 - неплохая материнская плата, позволяющая одновременно подключать до 11 видеокарт в один риг. Главное её преимущество - функциональность.",44
45,"Мощная игровая плата AORUS от Gigabyte поддерживает современные восьмиядерные процессоры и технологию Turbo Boost для разгона скорости. Продуманная обеспечивают оптимальное охлаждение. Поддержка разрешения Premium UHD/4K позволит насладиться по-настоящему качественной картинкой и плавной сменой изображений. А функция RGB Fusion совместима с цифровыми светодиодами. Оснащённая портами PCIe и M.2 / U.2-разъёмами, плата позволяет пользоваться дискретными видеокартами и VR-гарнитурой. Аудиоподсистема с соотношением уровней сигнала и шума в 120 дБ оборудована интеллектуальным усилителем для наушников, для качественного и объёмного звука в играх и фильмах.",45
46,"Модель Z490 AORUS MASTER спроектирована на базе высококачественных компонентов и демонстрирует потрясающие возможности, - это настоящий шедевр в исполнении инженеров GIGABYTE. ",46
47,,47
48,"Для полной поддержки процессоров 10-го и 11-го поколений Z490 AORUS ULTRA оснащён идеальным решением для питания. Платы Z490-серии – это оптимизированная компоновка и помехозащищенность подсистемы памяти на уровне схемотехники, ёмкая дисковая подсистема на базе M.2-накопителей с эффективным охлаждением. Переход на платформу Z490 – это возможность применять в системе PCIe 4.0-совместимые компоненты.",48
49,,49
50,,50
51,"Материнская плата GIGABYTE H410M H V3 – устройство профессионального класса, подходящее для сборки офисной рабочей станции. Такой компьютер можно эффективно эксплуатировать и дома. Плата соответствует форм-фактору Micro-ATX. Это значит, что вы сможете задействовать отличающийся незначительными размерами корпус.",51
52,,52
53,,53
54,,54
55,,55
56,,56
57,Процессор Intel Core i5-12400 – чип со сбалансированной производительностью. Можно использовать его для создания различных сборок. При изготовлении применялся технологический процесс 7 нм. Он позволяет добиться небольшого потребления энергии и тепловыделения. Процессор выполнен с применением архитектуры Alder Lake. Она позволила поднять производительность в сравнении с чипами прошлого поколения. Используется шесть ядер и двенадцать потоков для обработки информации,57
58,,58
59,,59
60,,60
61,,61
62,Процессор Intel Core i9-11900K – чип со сбалансированной производительностью. Можно использовать его для создания различных сборок. При изготовлении применялся технологический процесс 14 нм. Он позволяет добиться небольшого потребления энергии и тепловыделения. Процессор выполнен с применением архитектуры Rocket Lake. Она позволила поднять производительность в сравнении с чипами прошлого поколения. Используется восемь ядер и шестнадцать потоков для обработки информации.,62
63,,63
64,,64
65,,65
66,"Двухъядерный процессор Intel® Pentium® обеспечивает высокую производительность настольных ПК, низкое энергопотребление и широкие возможности многозадачности при повседневной работе.",66
67,,67
68,,68
69,,69
70,,70
71,,71
72,,72
73,"Память Kingston FURY Beast DDR4 с тактовой частотой 2666 МГц-это мощный заряд производительности в играх, редактировании видеоконтента и рендеринге графики. Память с тактовой частотой 2666 МГц и задержкой CL16 - это недорогой способ модернизировать ваш компьютер. Память оснащена функцией автоматического разгона Plug n Play до частоты 2666MHz, а также совместима с Intel XMP и процессорами AMD Ryzen. Охлаждение памяти Fury Beast DDR4 обеспечивает стильный низкопрофильный радиатор. Каждый модуль памяти проходит тестирование на полной скорости и поставляется с бессрочной гарантией. Это беспроблемное и доступное решение, предназначенное для модернизации системы с процессором Intel или AMD.",73
74,,74
75,,75
76,"Модуль памяти Kingston FURY Beast DDR4 RGB помогает выразить свой стиль и обеспечивает повышение производительности благодаря частоте до 3733 МГц, агрессивному дизайну и RGB-подсветке по всей длине модуля, которая обеспечивает плавные, потрясающие световые эффекты. Этот великолепный и экономный вариант модернизации имеет рабочие частоты 2666–3733 МГц, значения латентности CL15–19. Он отличается самонастраивающейся возможностью автоматического разгона памяти Plug N Play на частотах 2666 МГц и совместимы и с профилями Intel XMP и с профилями AMD Ryzen. Настройте эффекты RGB-подсветки с помощью программного обеспечения FURY CTRL компании Kingston и её запатентованной технологии Infrared Sync Technology. Модули FURY Beast DDR4 RGB не нагреваются за счёт использования стильного низкопрофильного теплоотвода.",76
77,,77
78,"Модуль памяти Kingston FURY Beast DDR4 RGB помогает выразить свой стиль и обеспечивает повышение производительности благодаря частоте до 3000 МГц, агрессивному дизайну и RGB-подсветке по всей длине модуля, которая обеспечивает плавные, потрясающие световые эффекты. Этот великолепный и экономный вариант модернизации имеет рабочие частоты 2666–3000 МГц, значения латентности CL15–17. Он отличается самонастраивающейся возможностью автоматического разгона памяти Plug N Play на частотах 2666 МГц и совместимы и с профилями Intel XMP и с профилями AMD Ryzen. Настройте эффекты RGB-подсветки с помощью программного обеспечения FURY CTRL компании Kingston и её запатентованной технологии Infrared Sync Technology. Модули FURY Beast DDR4 RGB не нагреваются за счёт использования стильного низкопрофильного теплоотвода.",78
79,,79
80,"Модуль памяти Kingston FURY Beast DDR4 RGB помогает выразить свой стиль и обеспечивает повышение производительности благодаря частоте до 3600 МГц, агрессивному дизайну и RGB-подсветке по всей длине модуля, которая обеспечивает плавные, потрясающие световые эффекты. Этот великолепный и экономный вариант модернизации имеет рабочие частоты 3000–3600 МГц, значения латентности CL15–17-21. Он отличается самонастраивающейся возможностью автоматического разгона памяти Plug N Play на частотах 3000 МГц и совместимы и с профилями Intel XMP и с профилями AMD Ryzen. Настройте эффекты RGB-подсветки с помощью программного обеспечения FURY CTRL компании Kingston и её запатентованной технологии Infrared Sync Technology. Модули FURY Beast DDR4 RGB не нагреваются за счёт использования стильного низкопрофильного теплоотвода.",80
81,"Модуль памяти Kingston FURY RENEGADE DDR4 RGB помогает выразить свой стиль и обеспечивает повышение производительности благодаря частоте до 4000 МГц, агрессивному дизайну и RGB-подсветке по всей длине модуля, которая обеспечивает плавные, потрясающие световые эффекты. Этот великолепный и экономный вариант модернизации имеет рабочие частоты 3600–4000 МГц, значения латентности CL19. Он отличается самонастраивающейся возможностью автоматического разгона памяти Plug N Play на частотах 3600 МГц и совместимы и с профилями Intel XMP и с профилями AMD Ryzen. Настройте эффекты RGB-подсветки с помощью программного обеспечения FURY CTRL компании Kingston и её запатентованной технологии Infrared Sync Technology. Модули FURY Beast DDR4 RGB не нагреваются за счёт использования стильного низкопрофильного теплоотвода.",81
82,"Модуль памяти Kingston FURY RENEGADE DDR4 RGB помогает выразить свой стиль и обеспечивает повышение производительности благодаря частоте до 4600 МГц, агрессивному дизайну и RGB-подсветке по всей длине модуля, которая обеспечивает плавные, потрясающие световые эффекты. Этот великолепный и экономный вариант модернизации имеет рабочие частоты 4000–4600 МГц, значения латентности CL19. Он отличается самонастраивающейся возможностью автоматического разгона памяти Plug N Play на частотах 4000 МГц и совместимы и с профилями Intel XMP и с профилями AMD Ryzen. Настройте эффекты RGB-подсветки с помощью программного обеспечения FURY CTRL компании Kingston и её запатентованной технологии Infrared Sync Technology. Модули FURY RENEGADE DDR4 RGB не нагреваются за счёт использования стильного низкопрофильного теплоотвода.",82
83,"Модуль памяти Kingston FURY RENEGADE DDR4 RGB помогает выразить свой стиль и обеспечивает повышение производительности благодаря частоте до 3000 МГц, агрессивному дизайну и RGB-подсветке по всей длине модуля, которая обеспечивает плавные, потрясающие световые эффекты. Этот великолепный и экономный вариант модернизации имеет рабочие частоты 2666–3000 МГц, значения латентности CL15. Он отличается самонастраивающейся возможностью автоматического разгона памяти Plug N Play на частотах 2660 МГц и совместимы и с профилями Intel XMP и с профилями AMD Ryzen. Настройте эффекты RGB-подсветки с помощью программного обеспечения FURY CTRL компании Kingston и её запатентованной технологии Infrared Sync Technology. Модули FURY RENEGADE DDR4 RGB не нагреваются за счёт использования стильного низкопрофильного теплоотвода.",83
84,"Модуль памяти Kingston FURY RENEGADE DDR4 RGB помогает выразить свой стиль и обеспечивает повышение производительности благодаря частоте до 3000 МГц, агрессивному дизайну и RGB-подсветке по всей длине модуля, которая обеспечивает плавные, потрясающие световые эффекты. Этот великолепный и экономный вариант модернизации имеет рабочие частоты 2666–3000 МГц, значения латентности CL15. Он отличается самонастраивающейся возможностью автоматического разгона памяти Plug N Play на частотах 2660 МГц и совместимы и с профилями Intel XMP и с профилями AMD Ryzen. Настройте эффекты RGB-подсветки с помощью программного обеспечения FURY CTRL компании Kingston и её запатентованной технологии Infrared Sync Technology. Модули FURY RENEGADE DDR4 RGB не нагреваются за счёт использования стильного низкопрофильного теплоотвода.",84
85,"Оперативная память Kingston HyperX Fury RGB 16GB оптимальна для интеграции в игровой ПК. Комплект поставляется с двумя планками стандарта DDR4, имеющими объём по 8 ГБ. Благодаря высокой пропускной способности модули быстро обрабатывают большое количество данных. Это позволяет исключить сбой или зависание компьютера при открытии нескольких ресурсоёмких программ или игр последнего поколения. Защитить модули от перегрева из-за использования с высокой нагрузкой помогают алюминиевые радиаторы. Это оптимально для отведения и рассеивания тепла. Установка модулей осуществляется в слоты, расположенные на материнской плате. Система определяет конфигурацию устройств в автоматическом режиме.",85
86,,86
87,"Серия ELITE от TEAMGROUP представляет совершенно новый модуль памяти DDR4. Он соответствует международным стандартам JEDEC, а рабочее напряжение составляет всего 1,2 В, что позволяет значительно экономить электроэнергию. Это уменьшает тепло, выделяемое самим изделием, а также поддерживает температуру окружающей среды вокруг системы. Также доказано, что он на 100% совместим со всеми основными ноутбуками, представленными на рынке. Высококачественные чипы выбираются для обеспечения выдающейся производительности, стабильности и совместимости, что делает их лучшим выбором для пользователей ноутбуков, которые хотят расширить свои возможности.",87
88,,88
89,,89
90,,90
91,"Видеокарта GALAX GT730 объёмом 2 ГБ, отлично подойдёт для сёрфинга в интернете, работы с простыми приложения, не сложном редактировании в фото/видео редакторах, а так же для не требовательных игр. На много превышает производительность интегрированной графики, а низкое потребление энергии видеокарты, не заставит вас менять блок питание на более производительную. Интерфейс подключения PCI-E 2.0.",91
92,"Видеокарта GALAX GT730 объёмом 4 ГБ, отлично подойдёт для сёрфинга в интернете, работы с простыми приложения, не сложном редактировании в фото/видео редакторах, а так же для не требовательных игр. На много превышает производительность интегрированной графики, а низкое потребление энергии видеокарты, не заставит вас менять блок питание на более производительную. Интерфейс подключения PCI-E 2.0",92
93,,93
94,"Видеокарта GIGABYTE RTX 3070 Ti AORUS MASTER – игровой видеоадаптер экстра-класса. Устройство оснащено видеопроцессором GeForce RTX 3070 Ti, штатная частота которого равна 1575 МГц. Объём памяти значителен – 8 ГБ.",94
95,"Видеокарта GIGABYTE GAMING RTX 3080 OC EDITION предназначается для модернизации игровой системы. Она использует интерфейс PCI-E 4.0 для подключения к плате. Использование памяти 10 ГБ GDDR6X с разрядностью 320 бит. Благодаря системе GIGABYTE WindForce 3X, использующей три осевых вентилятора, обеспечивается высокоэффективное охлаждение нагревающихся компонентов. Особенность центрального вентилятора в альтернативном вращении, уменьшающем турбулентность соседних вентиляторов, повернутых в противоположном направлении. При этом происходит повышение давления воздуха.",95
96,"Графический процессор GeForce RTX обеспечивает высокую производительность в любых играх и передовые возможности на базе искусственного интеллекта. Трассировка лучей в реальном времени обеспечивает реалистичность графики. Технология NVIDIA DLSS повышает FPS в требовательных играх до 2-х раз, а NVIDIA Reflex повышает отзывчивость управления и скорость реакции в соревновательных играх. GeForce RTX также позволяет ускорить десятки популярных приложений для работы с фото, видео, графикой и анимацией.",96
97,,97
98,,98
99,,99
100,,100
101,,101
102,"Жёсткий диск TOSHIBA Surveillance S300 объёмом 4 ТБ разработан для установки в компьютеры. Вы сможете получить качественный компонент для дальнейшего использования. На нем удается полноценно хранить все важные данные, множество различных файлов. TOSHIBA Surveillance S300 имеет скорость вращения шпинделя 5400 об/мин.",102
103,"Жёсткий диск SEAGATE SkyHawk AI объёмом 10 ТБ разработан для установки в компьютеры. Вы сможете получить качественный компонент для дальнейшего использования. На нём удается полноценно хранить все важные данные, множество различных файлов. SEAGATE SkyHawk AI имеет скорость вращения шпинделя 7200 об/мин.",103
104,"Жёсткий диск SEAGATE SkyHawk AI объёмом 16 ТБ разработан для установки в компьютеры. Вы сможете получить качественный компонент для дальнейшего использования. На нём удается полноценно хранить все важные данные, множество различных файлов. SEAGATE SkyHawk AI имеет скорость вращения шпинделя 7200 об/мин.",104
105,"Жёсткий диск SEAGATE SkyHawk AI объёмом 18 ТБ разработан для установки в компьютеры. Вы сможете получить качественный компонент для дальнейшего использования. На нём удастся полноценно хранить все важные данные, множество различных файлов. SEAGATE SkyHawk AI имеет скорость вращения шпинделя 7200 об/мин.",105
106,"Жёсткий диск SEAGATE BARRACUDA объёмом 1 ТБ разработан для установки в компьютеры. Вы сможете получить качественный компонент для дальнейшего использования. На нем удается полноценно хранить все важные данные, множество различных файлов. SEAGATE BARRACUDA имеет скорость вращения шпинделя 7200 об/мин.",106
107,,107
108,,108
109,"Жёсткий диск SEAGATE SkyHawk Surveillance объёмом 2 ТБ разработан для установки в компьютеры. Вы сможете получить качественный компонент для дальнейшего использования. На нём удастся полноценно хранить все важные данные, множество различных файлов. SEAGATE SkyHawk Surveillance имеет скорость вращения шпинделя 5400 об/мин.",109
110,,110
111,"Жёсткий диск SEAGATE IronWolf NAS объёмом 4 ТБ разработан для установки в компьютеры. Вы сможете получить качественный компонент для дальнейшего использования. На нём удастся полноценно хранить все важные данные, множество различных файлов. SEAGATE IronWolf NAS имеет скорость вращения шпинделя 5900 об/мин.",111
112,"Жёсткий диск SEAGATE SkyHawk Surveillance объёмом 4 ТБ разработан для установки в компьютеры. Вы сможете получить качественный компонент для дальнейшего использования. На нём удастся полноценно хранить все важные данные, множество различных файлов. SEAGATE SkyHawk Surveillance имеет скорость вращения шпинделя 5400 об/мин.",112
113,,113
114,"Жёсткий диск SEAGATE SKYHAWK SURVEILLANCE объёмом 8 ТБ разработан для установки в компьютеры. Вы сможете получить качественный компонент для дальнейшего использования. На нем удается полноценно хранить все важные данные, множество различных файлов. SEAGATE SKYHAWK SURVEILLANCE имеет скорость вращения шпинделя 7200 об/мин.",114
115,"Жёсткий диск SEAGATE SkyHawk Surveillance объёмом 8 ТБ разработан для установки в компьютеры. Вы сможете получить качественный компонент для дальнейшего использования. На нём удастся полноценно хранить все важные данные, множество различных файлов. SEAGATE SkyHawk Surveillance имеет скорость вращения шпинделя 7200 об/мин.",115
116,"Жёсткий диск TOSHIBA объёмом 1 ТБ разработан для установки в компьютеры. Вы сможете получить качественный компонент для дальнейшего использования. На нем удается полноценно хранить все важные данные, множество различных файлов. TOSHIBA имеет скорость вращения шпинделя 7200 об/мин.",116
117,"Жёсткий диск TOSHIBA PC P300 объёмом 1 ТБ разработан для установки в компьютеры. Вы сможете получить качественный компонент для дальнейшего использования. На нём удастся полноценно хранить все важные данные, множество различных файлов. TOSHIBA PC P300 имеет скорость вращения шпинделя 7200 об/мин.",117
118,"Жёсткий диск TOSHIBA объёмом 2 ТБ разработан для установки в компьютеры. Вы сможете получить качественный компонент для дальнейшего использования. На нем удается полноценно хранить все важные данные, множество различных файлов. TOSHIBA имеет скорость вращения шпинделя 7200 об/мин.",118
119,"Жёсткий диск TOSHIBA объёмом 4 ТБ разработан для установки в компьютеры. Вы сможете получить качественный компонент для дальнейшего использования. На нём удастся полноценно хранить все важные данные, множество различных файлов. TOSHIBA имеет скорость вращения шпинделя 7200 об/мин.",119
120,,120
121,"Жёсткий диск TOSHIBA объёмом 6 ТБ разработан для установки в компьютеры. Вы сможете получить качественный компонент для дальнейшего использования. На нём удастся полноценно хранить все важные данные, множество различных файлов. TOSHIBA имеет скорость вращения шпинделя 7200 об/мин.",121
